Accident_severity,Number_of_casualties,Time,Day_of_week,Area_accident_occured,Types_of_Junction,Road_allignment,Lanes_or_Medians,Weather_conditions,Light_conditions,Road_surface_conditions,Type_of_collision,Vehicle_movement,Cause_of_accident,Age_band_of_driver,Driving_experience,Sex_of_driver,Type_of_vehicle,Hour,Time_period,severity_score,is_weekend
slight injury,3,1900-01-01 01:15:00,saturday,other,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,other,18-30,below 1yr,male,other,1,night,1,True
slight injury,3,1900-01-01 01:15:00,saturday,other,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,changing lane to the right,18-30,5-10yr,male,lorry (41?100q),1,night,1,True
slight injury,3,1900-01-01 01:15:00,saturday,industrial areas,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,no distancing,18-30,5-10yr,male,public (13?45 seats),1,night,1,True
slight injury,1,1900-01-01 18:30:00,wednesday,other,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,collision with roadside objects,going straight,driving carelessly,31-50,2-5yr,male,automobile,18,evening,1,False
slight injury,1,1900-01-01 18:30:00,wednesday,office areas,no junction,tangent road with flat terrain,other,raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,no distancing,18-30,above 10yr,male,pick up upto 10q,18,evening,1,False
slight injury,1,1900-01-01 15:52:00,friday,other,y shape,tangent road with flat terrain,other,normal,daylight,dry,vehicle with vehicle collision,going straight,no priority to vehicle,18-30,2-5yr,male,lorry (41?100q),15,afternoon,1,False
slight injury,1,1900-01-01 15:52:00,friday,office areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,changing lane to the right,31-50,above 10yr,male,public (12 seats),15,afternoon,1,False
slight injury,1,1900-01-01 15:52:00,friday,office areas,y shape,tangent road with flat terrain,undivided two way,normal,daylight,dry,vehicle with vehicle collision,reversing,no priority to pedestrian,18-30,below 1yr,male,other,15,afternoon,1,False
serious injury,1,1900-01-01 12:33:00,tuesday,other,other,tangent road with flat terrain,other,normal,daylight,dry,collision with roadside objects,going straight,no priority to vehicle,18-30,2-5yr,male,lorry (41?100q),12,afternoon,2,False
slight injury,1,1900-01-01 08:59:00,monday,other,crossing,tangent road with flat terrain,other,normal,daylight,dry,vehicle with vehicle collision,going straight,changing lane to the left,under 18,5-10yr,male,pick up upto 10q,8,morning,1,False
slight injury,1,1900-01-01 08:59:00,monday,other,crossing,tangent road with flat terrain,undivided two way,normal,daylight,dry,vehicle with vehicle collision,going straight,turnover,over 51,5-10yr,male,other,8,morning,1,False
slight injury,1,1900-01-01 17:25:00,saturday,other,no junction,tangent road with flat terrain,other,normal,daylight,wet or damp,vehicle with vehicle collision,turnover,driving to the left,31-50,1-2yr,male,lorry (41?100q),17,afternoon,1,True
slight injury,3,1900-01-01 00:53:00,sunday,residential areas,no junction,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,dry,vehicle with vehicle collision,reversing,driving carelessly,18-30,5-10yr,male,ridden horse,0,night,1,True
slight injury,3,1900-01-01 00:53:00,sunday,church areas,no junction,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,driving to the left,18-30,1-2yr,male,automobile,0,night,1,True
slight injury,3,1900-01-01 00:53:00,sunday,office areas,no junction,tangent road with flat terrain,double carriageway (median),normal,darkness - lights lit,dry,collision with pedestrians,going straight,driving carelessly,18-30,5-10yr,male,automobile,0,night,1,True
slight injury,1,1900-01-01 15:20:00,wednesday,church areas,crossing,tangent road with flat terrain,other,normal,daylight,dry,vehicle with vehicle collision,turnover,no priority to pedestrian,31-50,1-2yr,male,stationwagen,15,afternoon,1,False
slight injury,1,1900-01-01 18:23:00,saturday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,moving backward,driving carelessly,under 18,5-10yr,male,other,18,evening,1,True
slight injury,1,1900-01-01 18:23:00,saturday,other,y shape,tangent road with flat terrain,other,raining,darkness - lights lit,wet or damp,collision with roadside objects,going straight,changing lane to the right,18-30,2-5yr,male,lorry (41?100q),18,evening,1,True
serious injury,1,1900-01-01 05:24:00,friday,school areas,no junction,steep grade downward with mountainous terrain,other,normal,darkness - no lighting,wet or damp,vehicle with vehicle collision,going straight,moving backward,31-50,2-5yr,male,lorry (41?100q),5,night,2,False
slight injury,1,1900-01-01 12:15:00,saturday,office areas,crossing,tangent road with mild grade and flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,driving carelessly,18-30,5-10yr,male,long lorry,12,afternoon,1,True
slight injury,1,1900-01-01 22:15:00,friday,other,no junction,steep grade downward with mountainous terrain,other,normal,darkness - lights lit,dry,collision with pedestrians,reversing,changing lane to the right,31-50,below 1yr,male,stationwagen,22,evening,1,False
serious injury,1,1900-01-01 06:35:00,friday,office areas,crossing,tangent road with flat terrain,undivided two way,raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,driving carelessly,31-50,below 1yr,male,public (12 seats),6,morning,2,False
serious injury,1,1900-01-01 06:35:00,friday,other,crossing,tangent road with flat terrain,undivided two way,raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,driving carelessly,31-50,5-10yr,male,automobile,6,morning,2,False
serious injury,2,1900-01-01 17:34:00,thursday,other,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,wet or damp,collision with pedestrians,going straight,driving carelessly,under 18,below 1yr,male,public (12 seats),17,afternoon,2,False
serious injury,2,1900-01-01 17:34:00,thursday,office areas,no junction,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,wet or damp,collision with pedestrians,parked,changing lane to the right,under 18,2-5yr,male,lorry (41?100q),17,afternoon,2,False
slight injury,4,1900-01-01 04:00:00,friday,other,y shape,tangent road with flat terrain,double carriageway (median),raining,darkness - lights lit,wet or damp,collision with pedestrians,going straight,changing lane to the right,18-30,2-5yr,male,automobile,4,night,1,False
slight injury,4,1900-01-01 04:00:00,friday,church areas,y shape,tangent road with flat terrain,other,raining,darkness - lights lit,wet or damp,collision with roadside objects,going straight,driving carelessly,18-30,5-10yr,male,lorry (41?100q),4,night,1,False
slight injury,4,1900-01-01 04:00:00,friday,office areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,overtaking,18-30,5-10yr,male,lorry (41?100q),4,night,1,False
slight injury,4,1900-01-01 04:00:00,friday,office areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,changing lane to the right,18-30,5-10yr,male,pick up upto 10q,4,night,1,False
slight injury,1,1900-01-01 15:50:00,saturday,other,y shape,tangent road with mountainous terrain and,undivided two way,normal,daylight,dry,vehicle with vehicle collision,going straight,no distancing,18-30,5-10yr,male,other,15,afternoon,1,True
slight injury,1,1900-01-01 08:50:00,friday,residential areas,crossing,tangent road with flat terrain,undivided two way,raining,daylight,wet or damp,vehicle with vehicle collision,stopping,other,under 18,5-10yr,male,automobile,8,morning,1,False
slight injury,2,1900-01-01 00:25:00,sunday,residential areas,y shape,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,changing lane to the right,18-30,2-5yr,male,automobile,0,night,1,True
slight injury,2,1900-01-01 00:25:00,sunday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,vehicle with vehicle collision,overtaking,changing lane to the right,31-50,5-10yr,male,lorry (11?40q),0,night,1,True
slight injury,2,1900-01-01 00:25:00,sunday,other,y shape,tangent road with flat terrain,other,normal,darkness - lights lit,dry,collision with pedestrians,going straight,overtaking,31-50,below 1yr,male,bajaj,0,night,1,True
slight injury,1,1900-01-01 00:10:00,sunday,office areas,no junction,steep grade downward with mountainous terrain,two-way (divided with broken lines road marking),raining and windy,darkness - lights lit,wet or damp,collision with roadside objects,reversing,other,18-30,1-2yr,male,automobile,0,night,1,True
slight injury,1,1900-01-01 00:10:00,sunday,school areas,no junction,tangent road with flat terrain,double carriageway (median),raining and windy,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,driving to the left,18-30,2-5yr,male,lorry (41?100q),0,night,1,True
slight injury,2,1900-01-01 15:20:00,saturday,other,y shape,steep grade downward with mountainous terrain,two-way (divided with broken lines road marking),cloudy,daylight,dry,vehicle with vehicle collision,going straight,overtaking,18-30,2-5yr,female,lorry (11?40q),15,afternoon,1,True
slight injury,2,1900-01-01 15:20:00,saturday,other,y shape,tangent road with rolling terrain,two-way (divided with broken lines road marking),cloudy,daylight,dry,vehicle with vehicle collision,going straight,no priority to vehicle,31-50,5-10yr,male,lorry (11?40q),15,afternoon,1,True
slight injury,2,1900-01-01 15:20:00,saturday,church areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),cloudy,daylight,dry,vehicle with vehicle collision,going straight,moving backward,31-50,5-10yr,male,automobile,15,afternoon,1,True
slight injury,1,1900-01-01 16:30:00,saturday,office areas,y shape,tangent road with mild grade and flat terrain,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,with train,moving backward,other,under 18,5-10yr,male,automobile,16,afternoon,1,True
slight injury,1,1900-01-01 16:30:00,saturday,other,y shape,tangent road with mild grade and flat terrain,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,no priority to vehicle,under 18,above 10yr,male,automobile,16,afternoon,1,True
slight injury,2,1900-01-01 01:05:00,friday,residential areas,y shape,tangent road with flat terrain,double carriageway (median),normal,darkness - lights lit,dry,vehicle with vehicle collision,moving backward,no priority to pedestrian,under 18,above 10yr,male,public (13?45 seats),1,night,1,False
slight injury,2,1900-01-01 01:05:00,friday,office areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,changing lane to the right,31-50,above 10yr,male,public (12 seats),1,night,1,False
slight injury,3,1900-01-01 19:40:00,monday,office areas,crossing,tangent road with flat terrain,undivided two way,normal,darkness - no lighting,wet or damp,vehicle with vehicle collision,going straight,changing lane to the right,over 51,5-10yr,male,other,19,evening,1,False
slight injury,3,1900-01-01 19:40:00,monday,office areas,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - no lighting,wet or damp,vehicle with vehicle collision,going straight,changing lane to the right,31-50,5-10yr,male,automobile,19,evening,1,False
slight injury,3,1900-01-01 19:40:00,monday,church areas,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - no lighting,wet or damp,vehicle with vehicle collision,going straight,driving to the left,31-50,2-5yr,male,automobile,19,evening,1,False
slight injury,1,1900-01-01 19:08:00,tuesday,office areas,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,changing lane to the left,18-30,5-10yr,male,public (13?45 seats),19,evening,1,False
slight injury,1,1900-01-01 19:08:00,tuesday,office areas,crossing,tangent road with mild grade and flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,moving backward,18-30,2-5yr,male,public (13?45 seats),19,evening,1,False
slight injury,1,1900-01-01 17:50:00,saturday,office areas,no junction,tangent road with mild grade and flat terrain,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,turnover,driving at high speed,over 51,5-10yr,male,automobile,17,afternoon,1,True
